Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes,
Rong_et_al_2011,2011,23,23a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,10-15,NO,,150.00,Added,NH4NO3,12,3.67,3,NA,NA,4.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Jones_et_al_2011,2011,24,24a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,8,0.00,Deposited,CO(NH2)2,0.25,4.96,36,3.153061224,0.53,4.96,36,3.153061224,0.53,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,24,24a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,5.51,36,1.469387755,0.24,4.96,36,3.153061224,0.53,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,25,25a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,8,0.00,Deposited,CO(NH2)2,0.25,6.37,36,4.928571429,0.82,6.37,36,4.928571429,0.82,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,25,25a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,5.89,36,6.397959184,1.07,6.37,36,4.928571429,0.82,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,26,26a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,8,0.00,Deposited,CO(NH2)2,0.25,6.87,36,6.551020408,1.09,6.87,36,6.551020408,1.09,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,26,26a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,7.42,36,7.867346939,1.31,6.87,36,6.551020408,1.09,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,27,27a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,8,0.00,Deposited,CO(NH2)2,0.25,5.51,36,7.56122449,1.26,5.51,36,7.56122449,1.26,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,27,27a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,7.25,36,8.387755102,1.40,5.51,36,7.56122449,1.26,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,28,28a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,71,0.00,Deposited,CO(NH2)2,0.25,4.4,36,4.867346939,0.81,4.4,36,4.867346939,0.81,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,28,28a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,6.19,36,8.632653061,1.44,4.4,36,4.867346939,0.81,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,29,29a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,71,0.00,Deposited,CO(NH2)2,0.25,7.32,36,2.020408163,0.34,7.32,36,2.020408163,0.34,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,29,29a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,7.5,36,4.530612245,0.76,7.32,36,2.020408163,0.34,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,30,30a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,71,0.00,Deposited,CO(NH2)2,0.25,7.1,36,8.846938776,1.47,7.1,36,8.846938776,1.47,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,30,30a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,12.81,36,6.704081633,1.12,7.1,36,8.846938776,1.47,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,31,31a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,71,0.00,Deposited,CO(NH2)2,0.25,11.48,36,4.530612245,0.76,11.48,36,4.530612245,0.76,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Jones_et_al_2011,2011,31,31a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,Herbivore,YES,NA,NA,NO,,150.00,Added,CO(NH2)2,0.25,13.77,36,3.673469388,0.61,11.48,36,4.530612245,0.76,From95CI,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Li_et_al_2013,2013,32,32a,2006,2010,5,2,Asia,China,Inner_Mongolia_Steppe,42.033333,116.283333,5000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-15,NO,20,0.00,Added,NH4NO3,12,4.48,6,0.416413256,0.17,4.48,6,0.416413256,0.17,FromSE,Cotton-wool filter,Individuals/100 gr dry soil,,,NA,Grassland,Experimental grassland in Inner Mongolia,NA,NA,7.70,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Li_et_al_2013,2013,32,32a,2006,2010,5,2,Asia,China,Inner_Mongolia_Steppe,42.033333,116.283333,5000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-15,NO,20,100.00,Added,NH4NO3,12,3.94,6,0.563382641,0.23,4.48,6,0.416413256,0.17,FromSE,Cotton-wool filter,Individuals/100 gr dry soil,,,NA,Grassland,Experimental grassland in Inner Mongolia,NA,NA,7.70,NA,NA,Y,Y,Juan,1,1,1,3,Figure 3,"Each study is a different sampling period as defined in the paper (early, mid, full, summer)",
Song_et_al_2016b,2016,33,33a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,0.00,Added,NH4NO3,1,18,6,2.522974435,1.03,18,6,2.522974435,1.03,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,33,33a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100.00,Added,NH4NO3,1,14.51,6,2.57196423,1.05,18,6,2.522974435,1.03,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,34,34a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,0.00,Added,NH4NO3,1,13.86,6,1.469693846,0.6,13.86,6,1.469693846,0.6,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,34,34a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100.00,Added,NH4NO3,1,14.83,6,2.694438717,1.1,13.86,6,1.469693846,0.6,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,35,35a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,0.00,Added,NH4NO3,1,14.39,6,1.077775487,0.44,14.39,6,1.077775487,0.44,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,35,35a,2013,2013,1,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100.00,Added,NH4NO3,1,14.71,6,1.420704051,0.58,14.39,6,1.077775487,0.44,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,36,36a,2013,2014,2,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,0.00,Added,NH4NO3,1,15.01,6,2.596459127,1.06,15.01,6,2.596459127,1.06,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2016b,2016,36,36a,2013,2014,2,2,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100.00,Added,NH4NO3,1,12.57,6,1.420704051,0.58,15.01,6,2.596459127,1.06,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,1,1,3,Figure 1b,,
Song_et_al_2015,2015,37,37a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,50,Added,H2CONH2,0.05,12.09,16,4.32,1.08,12.09,16,4.32,1.08,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,37,37a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100,Added,H2CONH2,0.05,10.59,16,7.76,1.94,12.09,16,4.32,1.08,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,37,37a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,150,Added,H2CONH2,0.05,9.82,16,2.68,0.67,12.09,16,4.32,1.08,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,37,37a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,300,Added,H2CONH2,0.05,7.42,16,4.04,1.01,12.09,16,4.32,1.08,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,38,38a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,50,Added,H2CONH2,0.05,12.89,16,2.68,0.67,12.89,16,2.68,0.67,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,38,38a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100,Added,H2CONH2,0.05,11.78,16,5.44,1.36,12.89,16,2.68,0.67,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,38,38a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,150,Added,H2CONH2,0.05,9.41,16,2.88,0.72,12.89,16,2.68,0.67,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,38,38a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,300,Added,H2CONH2,0.05,10.28,16,4.36,1.09,12.89,16,2.68,0.67,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,39,39a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,50,Added,H2CONH2,0.05,17.65,16,1.24,0.31,17.65,16,1.24,0.31,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,39,39a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100,Added,H2CONH2,0.05,13.84,16,4.96,1.24,17.65,16,1.24,0.31,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,39,39a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,150,Added,H2CONH2,0.05,13.63,16,3,0.75,17.65,16,1.24,0.31,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,39,39a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,300,Added,H2CONH2,0.05,11.34,16,8.68,2.17,17.65,16,1.24,0.31,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,40,40a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,50,Added,H2CONH2,0.05,15.67,16,3.52,0.88,15.67,16,3.52,0.88,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,40,40a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,100,Added,H2CONH2,0.05,13.89,16,5.56,1.39,15.67,16,3.52,0.88,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,40,40a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,150,Added,H2CONH2,0.05,12.32,16,4.12,1.03,15.67,16,3.52,0.88,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Song_et_al_2015,2015,40,40a,2013,2014,1,1,Asia,China,"Experimental Station of Global Change Ecology, Henan University",34.82145657,114.2990789,1000,Nematoda,NA,NA,NA,Unknown,YES,YES,0-10,NO,47,300,Added,H2CONH2,0.05,10.8,16,3.2,0.8,15.67,16,3.52,0.88,FromSE,Modified Baermann method,Individuals/100gr soil,,,NA,Secondary grassland,Secondary grassland after corn rotation stopped in 2000,14.4,625,NA,8.66,NA,Y,Y,Juan,1,0,1,2,Figure 1a,"Each study is a growth stage, i.e. Sampling time",
Siemann_1998,1998,41,41a,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,0,Added,NH4NO3,0.376,22.63,5,3.645,1.63,22.63,5,3.26,1.63,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41a,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,54,Added,NH4NO3,0.376,25.15,5,1.99,0.89,22.63,5,3.26,1.63,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41a,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,170,Added,NH4NO3,0.376,24.78,5,2.147,0.96,22.63,5,3.26,1.63,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41b,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,0,Added,NH4NO3,0.376,51.02,5,3.913,1.75,51.02,5,3.5,1.75,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41b,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,54,Added,NH4NO3,0.376,47.38,5,4.562,2.04,51.02,5,3.5,1.75,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41b,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,170,Added,NH4NO3,0.376,50.99,5,2.996,1.34,51.02,5,3.5,1.75,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41c,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Parasite,YES,NO,NA,NO,,0,Added,NH4NO3,0.376,18.55,5,3.533,1.58,18.55,5,3.16,1.58,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41c,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Parasite,YES,NO,NA,NO,,54,Added,NH4NO3,0.376,19.63,5,2.236,1,18.55,5,3.16,1.58,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
Siemann_1998,1998,41,41c,1982,1994,13,3,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,NA,NA,NA,Parasite,YES,NO,NA,NO,,170,Added,NH4NO3,0.376,27.36,5,2.571,1.15,18.55,5,3.16,1.58,FromSE,Sweepnet,Individuals,,,NA,Grassland,"Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,,
