"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Knops_2015",2015,26,"26a",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Arachnida","Araneae","Salticidae","Metaphidippus",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,1.5,2,0.71,0.5,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1.5,0.249687796860001,0.71,1.5,0.405465108108164,0.430304221268875,0.174366218123024,0.182584094171266
"Knops_2015",2015,26,"26b",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,1,2,0,0,1,2,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.00916767113928075,0.0806793381793628,0.0823906732757458
"Knops_2015",2015,26,"26c",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Cecidomyiidae",NA,NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,3.67,3,2.31,1.33,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,3.67,0.249687796860001,2.31,3.67,1.30019166206648,1.3350495551985,0.19440377806564,0.205067058010792
"Knops_2015",2015,26,"26d",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2,1,0,0,2,2,1.41,1,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2,2,1.41,0.629331964730616,1,0,-0.0747489097710378,0.347527180457924,0.383308365259142
"Knops_2015",2015,26,"26e",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Chamaemyiidae","Chamaemyia",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,1,2,0,0,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,-0.00641832783591958,0.111851336129763,0.115020211410476
"Knops_2015",2015,26,"26f",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Chamaemyiidae","Pseudodinia",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,6.67,3,5.51,3.18,2.33,3,1.53,0.88,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2.33,6.67,1.53,5.51,2.86266094420601,1.05175159234992,1.09362281521082,0.371203994101766,0.40740529471491
"Knops_2015",2015,26,"26g",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Chloropidae","Malloweia",NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,3,0,0,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,-0.0146695512074133,0.0953488893867761,0.0978369377962259
"Knops_2015",2015,26,"26h",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Chloropidae","Olcella",NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2,2,1.41,1,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,2,0.249687796860001,1.41,2,0.693147180559945,0.786231432609545,0.310856495900801,0.343679114141366
"Knops_2015",2015,26,"26i",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Chloropidae","Oscinella",NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,7.5,2,3.54,2.5,6,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",6,7.5,1.49812678116001,3.54,1.25,0.22314355131421,0.247667553363809,0.173735995900801,0.181883471645241
"Knops_2015",2015,26,"26j",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Curtonotidae","Curtonotus","helvum","Curtonotus_helvum","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,2,0,0,2,4,1.41,0.71,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2,1,1.41,0.314665982365308,0.5,-0.693147180559945,-0.730521635445464,0.173763590228962,0.182708886429266
"Knops_2015",2015,26,"26k",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,1,2,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0339213412537618,0.130186678408325,0.135574478609527
"Knops_2015",2015,26,"26l",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Muscidae","Phaonia",NA,NA,"Predator","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,1,2,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0339213412537618,0.130186678408325,0.135574478609527
"Knops_2015",2015,26,"26m",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Sphaeroceridae","Leptocera",NA,NA,"Detritivore","NO","NO",NA,"NO","",40,"Added",NA,400,1.5,2,0.71,0.5,3,3,3.46,2,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",3,1.5,3.46,0.71,0.5,-0.693147180559945,-0.85883236574513,0.555414814814815,0.659987799533608
"Knops_2015",2015,26,"26n",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Tephritidae","Paroxyna","albiceps","Paroxyna_albiceps","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,1,2,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0339213412537618,0.130186678408325,0.135574478609527
"Knops_2015",2015,26,"26o",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Diptera","Tephritidae","Trupanea","actinobola","Trupanea_actinobola","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2,2,1.41,1,2,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2,2,0.499375593720003,1.41,1,0,0.0930842520495993,0.310856495900801,0.343679114141366
"Knops_2015",2015,26,"26p",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Thyreocoridae","Corimelaena",NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0183353422785615,0.161358676358726,0.168204016744258
"Knops_2015",2015,26,"26q",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,12,1,0,0,56.25,4,95.95,47.97,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",56.25,12,95.95,3.7759917883837,0.213333333333333,-1.54489939129653,-1.85910177946263,0.826434137248048,1.09590562377956
"Knops_2015",2015,26,"26r",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cercopidae","Philaenus","bilineatus","Philaenus_bilineatus","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,11.25,4,9.64,4.82,6.5,4,4.43,2.22,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",6.5,11.25,4.43,9.64,1.73076923076923,0.548565951748838,0.582286438416965,0.299688310614362,0.32327865271522
"Knops_2015",2015,26,"26s",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Commellus","comma","Commellus_comma","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,2,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2,1,0.499375593720003,0.314665982365308,0.5,-0.693147180559945,-0.674811838281384,0.161358676358726,0.168204016744258
"Knops_2015",2015,26,"26t",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Doratura","stylata","Doratura_stylata","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2.5,4,1.73,0.87,1.5,2,0.71,0.5,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1.5,2.5,0.71,1.73,1.66666666666667,0.510825623765991,0.51467251265488,0.231738222222222,0.245178671686025
"Knops_2015",2015,26,"26u",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Endria","inimica","Endria_inimica","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,3.5,2,0.71,0.5,1.33,3,0.58,0.33,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1.33,3.5,0.58,0.71,2.63157894736842,0.967584026261705,0.946176000558349,0.0839670718148755,0.0861879926666822
"Knops_2015",2015,26,"26v",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Laevicephalus","unicoloratus","Laevicephalus_unicoloratus","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,3,1,0,0,4,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",4,3,0.998751187440006,0.943997947095924,0.75,-0.287682072451781,-0.269346730173219,0.161358676358726,0.168204016744258
"Knops_2015",2015,26,"26w",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Macrosteles","fascifrons","Macrosteles_fascifrons","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,5.67,3,6.43,3.71,2,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2,5.67,0.499375593720003,6.43,2.835,1.04204193717972,1.2252106061469,0.491025329735966,0.584852559637754
"Knops_2015",2015,26,"26x",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Nesosteles","neglectus","Nesosteles_neglectus","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,1,1,0,0,1,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",1,1,0.249687796860001,0.314665982365308,1,0,0.0183353422785615,0.161358676358726,0.168204016744258
"Knops_2015",2015,26,"26y",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Quantas","sayi","Quantas_sayi","Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2,3,1,0.58,2.33,3,2.31,1.33,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",2.33,2,2.31,1,0.858369098712446,-0.152721087017664,-0.274872136647116,0.410968765925571,0.468113476492745
"Knops_2015",2015,26,"26z",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae",NA,NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,6,3,1,0.58,4.5,2,2.12,1.5,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",4.5,6,2.12,1,1.33333333333333,0.287682072451781,0.236825282328324,0.120232098765432,0.126432451260479
"Knops_2015",2015,26,"26aa",2000,2004,5,2,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta","Hemiptera","Cicadellidae","Typhlocyba",NA,NA,"Herbivore","NO","NO",NA,"NO","",40,"Added",NA,400,2,1,0,0,5,1,0,0,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots","","Treatment",5,2,1.24843898430001,0.629331964730616,0.4,-0.916290731874155,-0.897955389595594,0.161358676358726,0.168204016744258
